
AIS Model DLK-70 WebPstat Electrochemical Analyzer Rev 2.87
Copyright (c) 2010-2015, Analytical Instrument Systems, Inc.
All Rights Reserved.

"Data File Name: EDS00295-0010-E00001.csv"
"Job ID: 295"
"Electrode Number: 1"
"Manipulator Position (mm): 30.0"
"Date/Time: 05/09/2016 14:24:02"
"Experiment Name: Calib_WE_sulfide"
"Technique: Cyclic Voltammetry"
"User Notes: "
"Internal Instrument Temperature: 25.586138 C"
"Data Points: 1947"
"Pulse Height: 0.0"
"Sequence ID: N/A"
"Current Range: 100 nA / V"
"Filter: None"
"eFilter: Off"
"Scan Rate: 100.00"
"Average Step Size: 0.001750V"
"Sampling Time: 17500 microseconds"
"Degas: 0"
"Stir Time: 0"
"Condition: E : -0.900000 time(sec): 3.000000E : -0.100000 time(sec): 3.000000"
"Vertex 1 Potentials: Initial -0.100 Final -1.800"
"Vertex 2 Potentials: Initial -1.800 Final -0.100"

ESIG(E), ISIG(A)
-7.962500e-01,2.190433e-08
-7.980000e-01,2.056153e-08
-7.997500e-01,1.986216e-08
-8.015000e-01,2.019786e-08
-8.032500e-01,1.938659e-08
-8.050000e-01,2.103710e-08
-8.067500e-01,2.131685e-08
-8.085000e-01,2.134483e-08
-8.102500e-01,2.198825e-08
-8.120000e-01,2.098116e-08
-8.137500e-01,2.005799e-08
-8.155000e-01,2.044963e-08
-8.172500e-01,1.907886e-08
-8.190000e-01,2.019786e-08
-8.207500e-01,2.112103e-08
-8.225000e-01,2.100913e-08
-8.242500e-01,2.162458e-08
-8.260000e-01,2.120495e-08
-8.277500e-01,1.955444e-08
-8.295000e-01,1.963836e-08
-8.312500e-01,1.938659e-08
-8.330000e-01,1.941456e-08
-8.347500e-01,2.056153e-08
-8.365000e-01,2.103710e-08
-8.382500e-01,2.078533e-08
-8.400000e-01,2.148470e-08
-8.417500e-01,1.994609e-08
-8.435000e-01,1.975026e-08
-8.452500e-01,1.989014e-08
-8.470000e-01,1.832354e-08
-8.487500e-01,1.977824e-08
-8.505000e-01,2.056153e-08
-8.522500e-01,2.016988e-08
-8.540000e-01,2.134483e-08
-8.557500e-01,2.008596e-08
-8.575000e-01,1.916279e-08
-8.592500e-01,1.924671e-08
-8.610000e-01,1.843544e-08
-8.627500e-01,1.899494e-08
-8.645000e-01,2.019786e-08
-8.662500e-01,2.019786e-08
-8.680000e-01,2.022583e-08
-8.697500e-01,2.061748e-08
-8.715000e-01,1.952646e-08
-8.732500e-01,1.905089e-08
-8.750000e-01,1.910684e-08
-8.767500e-01,1.849139e-08
-8.785000e-01,2.003001e-08
-8.802500e-01,2.025381e-08
-8.820000e-01,2.019786e-08
-8.837500e-01,2.089723e-08
-8.855000e-01,1.961039e-08
-8.872500e-01,1.863127e-08
-8.890000e-01,1.910684e-08
-8.907500e-01,1.762417e-08
-8.925000e-01,1.902291e-08
-8.942500e-01,1.994609e-08
-8.960000e-01,1.994609e-08
-8.977500e-01,2.072938e-08
-8.995000e-01,2.025381e-08
-9.012500e-01,1.888304e-08
-9.030000e-01,1.863127e-08
-9.047500e-01,1.874317e-08
-9.065000e-01,1.868722e-08
-9.082500e-01,1.991811e-08
-9.100000e-01,2.039368e-08
-9.117500e-01,2.022583e-08
-9.135000e-01,2.058951e-08
-9.152500e-01,1.896696e-08
-9.170000e-01,1.863127e-08
-9.187500e-01,1.888304e-08
-9.205000e-01,1.784797e-08
-9.222500e-01,1.871519e-08
-9.240000e-01,1.991811e-08
-9.257500e-01,1.975026e-08
-9.275000e-01,2.120495e-08
-9.292500e-01,1.989014e-08
-9.310000e-01,1.921874e-08
-9.327500e-01,1.935861e-08
-9.345000e-01,1.837949e-08
-9.362500e-01,1.882709e-08
-9.380000e-01,2.000203e-08
-9.397500e-01,1.938659e-08
